reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
"Abhijit Das, Bangalore",4.0 out of 5 stars,Ok product,https://www.amazon.in/gp/customer-reviews/R33KONRGSEE6DQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 July 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Average product , price is high. Wires are strudy.Reviewed after more than 6 months use.",,0
Akash Guleria,5.0 out of 5 stars,The beast earphones I've ever had🙌🏻,https://www.amazon.in/gp/customer-reviews/R1IF00J5N71UO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 10 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"These are the arguably the best earphones ive eveerrr had, i mean they put up a smile on my face the moment i wear them. This is the best earphones you can get around this price point...... Just amazing 🙌🏻",,0
NASIM,5.0 out of 5 stars,Good product.... This headphones is long-lasting for me..,https://www.amazon.in/gp/customer-reviews/R3357OPCZVTDYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 February 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Good product and good quality... This headphones are amazing.... It's my first headphones that lasted so long..after buying this headphones i really tension free when i buy new headphones.... Bit its haven't mic so  literally i don't suggest to buy this product... U can buy another model which have mic....,,0
Kiran M Krishnan,5.0 out of 5 stars,really superb headphone..,https://www.amazon.in/gp/customer-reviews/RUBT58BVP10H8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 October 2015,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I'm really satisfied with this headphone. super clarity, decent bass., and excellent noise isolation.. n really soft ear buds.. very comfortable to wear.. I bought it for Hyderabad Kerala bus journey and I'm happy with my choice.. long time listening not hurting my ears.. and the best thing is it comes with a pouch that easily fits in shirt's pocket.. so no more tangled mess.. all in all the best headphone for mobile with a mic.. oh forgot to mention.. really good volume.. no need to crank up to maximum. less than half volume is enough. thanks to perfect noice isolation..",,0
Dinesh,5.0 out of 5 stars,Awesome product.,https://www.amazon.in/gp/customer-reviews/R3LZEEGU2I4N23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 June 2015,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Awesome product...!Delivered a day ahead by Amazon.Sound is quite good but the least sound the device can produce from my Xperia ZL is higher than the sony earphone and I found it louder. I usually like to hear the songs at lower sound levels. Perfect for people who hear loud musics.Finally this does not have a mic and I was looking for an earphone with a headphone. Disappointed but, still the mistake is on my side.",,0
Gaurav Sharma,5.0 out of 5 stars,Superbbbbbbbbbb sound quality!!!!!!! 👌👌👌👌,https://www.amazon.in/gp/customer-reviews/R8XQ2TXV5F0ZF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 January 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Best of the best sound quality but slightly dissapointed with the material quality but overall a great deal....  if you wanna hear the every beat of music then blindly go for it... far better than JBL, Sony, Skullcandy, Boat, etc,. ""Sennheiser"" Name is enough!!!!",,0
kiranbabusanga,3.0 out of 5 stars,Without Mic earphones,https://www.amazon.in/gp/customer-reviews/R22O9Z2DK8T7YR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 21 August 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,It's without mic. I didn't checked and purchased. So I returned,,0
Amazons Customers,5.0 out of 5 stars,Good as always,https://www.amazon.in/gp/customer-reviews/R153A1Q1366Z4A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 14 December 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Purchased this second time after using the first for about 2 years.Sounds good and reflects quality of a brand.,One person found this helpful,0
Kavya Nagesh,4.0 out of 5 stars,Good for the price!,https://www.amazon.in/gp/customer-reviews/R109AOXK31L8BP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 May 2015,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I ordered these for my iPhone 4 after a lot of research and reading thru all the reviews. Original apple earphones set you back by 2.2 grand and I being a regular( read=over user) of the earphones, all of them invariably last for a maximum of 1 year. 2 grand every year is not a nice thing. I bought these and must say I love it. Occasionally there are some minor issues with the volume when it increases all of a sudden marginally, nevertheless still love it. There is mic also which makes taking calls easier, however no volume buttons . You have to use the phone to reduce/increase the volume. All in all a great pair of earphones for 1.5 K and worth every penny. Waits to be seen how long it lasts",,0
Vinay,5.0 out of 5 stars,Review after 3 years usage,https://www.amazon.in/gp/customer-reviews/R3DMHUKXJTLTZ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 29 May 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Writing my review after 3 years of usage.... It's the best quality earphones I've got. I bought in 2017 mar, jist few days back left side is crackling..... Today ordered one more piece of sennheiser",,0
Mothe Ram,5.0 out of 5 stars,Best earphones in under 1500,https://www.amazon.in/gp/customer-reviews/R14MOT1Y69GOT8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 October 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"These are the best earphones under the segment of 1500, 3years back I bought this earphones(1st time) after 2 1/2 years they are broken , I bought same earphones again 2 month's back but I lost them,Now again I bought this earphones in amazon festival offer.",,0
trusar k dalai,4.0 out of 5 stars,Really value for money😊,https://www.amazon.in/gp/customer-reviews/R275DPLEPOXXR5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 September 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"No need to mention anything. The name is enough. Used JBLT110 before, but this is far different from JBL. Its better quality of music, comfort in ear, really, make this item  'value for money'. But i don't like its wire. It would be better if the wire was flat(i.e.tangle free).",,0
Naren Chopra,3.0 out of 5 stars,Overrated,https://www.amazon.in/gp/customer-reviews/R1G3CAOYUTLZ1G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 February 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,It's an ok product. I purchased it only for the Bass and tbh it's decent for a earphone. treble is nice though. mine stopped working after few months so don't buy it for more than 650rs (sale). rs850 is just too much!,,0
Pavan Shetty,5.0 out of 5 stars,Awesome,https://www.amazon.in/gp/customer-reviews/R1H4NBR3QAIPPQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 26 March 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I like the noise cancellation of it and the clarity, .. but only thing us there is no mic in it.. except that itz perfect.. its small.. sits inside ear do little volume is enough to reach the hearing capacity of human ..",,0
Kavinkumar,5.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R2W2Z6PR1WAQ2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 June 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Best in the business right now. I'm using it for more than a year and it is so good to use. If u are a music lover and looking for some good earphones without any second thought go for it.,,0
aditya guha,5.0 out of 5 stars,Supper dupperrr product ....,https://www.amazon.in/gp/customer-reviews/R3SY4ACU7HY3CT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 March 2015,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Got my senn cx180 yesterday morning at 11...the guy was cooperative enough to deliver it well before my leaving home(I called him and asked to deliver it early and he agreed at once).....excellent packaging.. Neatly packed and easy to unpack..Now coming to the product:a very nice earphones at rs680...with a two year warranty...noise cancelation is amazing....and it doesn't pains if we hear at almost full volume for long(the best part)...I m using it with MOTO G(1st gen)...wire is long enough... I m very satisfied with the product....I listen to radio a lot and no problem with the receiver... And looks very trendy...bass is awesome..but it needs a 15-20 hours of burning time to deliver a actual sennheiser sound!!.... Which I have just researched somewhere not felt yet!!....and prices are comparatively low in amazon than Fkart and snapdeal...,,0
Ankit Jain,3.0 out of 5 stars,Average product like any other 500rs earphones,https://www.amazon.in/gp/customer-reviews/R1B1AMMCERE3F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 14 July 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Nothing great in this product, very cheap wire quality without mic and play-pause button. Average sound quality which you can get in any 500rs earphone. Want to return it, but only replacement is allowed for this product",,0
Shreya,5.0 out of 5 stars,Reliable!,https://www.amazon.in/gp/customer-reviews/R2BI5Y5TIHJ2I4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 June 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I've owned this myself and also suggested this to few of my friends. This is great option for low budget earphones! Reliable and decent sound.,,0
AYUSH PATHAK,4.0 out of 5 stars,Yes can go for it.,https://www.amazon.in/gp/customer-reviews/R140359JBZEDA6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 23 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Good but I don't understand why Sennheiser is a different brand ? And why this earphone cost near about 1800 ? What's different from other brands?,,0
Kundan Kumar,4.0 out of 5 stars,I want to know everything about this earphone,https://www.amazon.in/gp/customer-reviews/R3QS93QY63N4W5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 October 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Recently I bought senhiers cx275s earphone I heard song and I feel that sounds quality is good and bass quality is also good but  build quality is very poor not good wired and jack according to the cost of this product,,0
Aakash Bumiya,1.0 out of 5 stars,Pls don't buy this,https://www.amazon.in/gp/customer-reviews/RTLWNA1VW9219/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 October 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Worst productVery long wire which is got tangled every timeAverage sound quality,,0
rahul mittal,5.0 out of 5 stars,Just tooo good in such price,https://www.amazon.in/gp/customer-reviews/R2V904O825ZMRI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 August 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Basse is Awesome, Sound is good even when there is noises in movies but music and voice still can be lessened  easily and  I would recommend it to all who are little tight on budget to go for it beside it it comes with 2 Years Warranty what more do you want.",,0
sreejithkv,4.0 out of 5 stars,"Good product,its Awesome",https://www.amazon.in/gp/customer-reviews/R31WY6UGPZWOY1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 August 2015,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,friends if u looking for a headphone under 1000 rs.senheisar cx 180 is right choice. Not for rough usage.i found that some one said that no bass.cx 180 provide good bass Superb sound clarity. i love this headphone. i got at deal 599.just grab it if the price go for under 800.!! Must buy !,,0
Rajesh kumar das,4.0 out of 5 stars,Good earphone,https://www.amazon.in/gp/customer-reviews/R52M9BB7TXN3E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 26 June 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound quality is good and its noise cancellation is quite good but bass not that much good. Overall  this earphone quality and function is superb.,,0
Pradeep Chauhan,5.0 out of 5 stars,"I must say, if you are on budget but ...",https://www.amazon.in/gp/customer-reviews/R1LHHHGV89UIND/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 20 March 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I must say, if you are on budget but don't want to compromise on quality, buy this and you won't regret.. But its for those who prefer balance and clarity of sound. I hope my review may help someone.",,0
neha Srivastava,4.0 out of 5 stars,One of the best noise-free earphones in this range,https://www.amazon.in/gp/customer-reviews/R2B38C76I6CO6U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 January 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,One of the best noise-free earphones in this range. Totally fits in my ear and unlike other earphones i tried this doesn't cause any pain if used for long hours.,One person found this helpful,0
Saquib Kazi,5.0 out of 5 stars,Simply Awesome.,https://www.amazon.in/gp/customer-reviews/R136MGL1YE2TO4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 August 2015,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Simply awesome go for it. Dont care about the bad reviews its their bad luck.Awesome sound quality and bass.Lasts long twice my bike horn broke because these earphone's wire got stuck in it but nothing to the earphones.Awesome music feel even when u are riding your bike and comfortable even if u hear for long hours.Dont think too much go for it. Its german technology.,,0
